name,rank,count,prop100k,cum_prop100k,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic;
SKOWRONSKI,14814,2002,0.68,72502.49,96.8,(S),0.8,(S),1,1.35;
SEASE,14814,2002,0.68,72503.17,68.48,26.42,0.4,0.5,2.05,2.15;
STICH,14821,2001,0.68,72503.85,95.05,0.35,0.5,1.05,1.2,1.85;
CHARTRAND,14821,2001,0.68,72504.53,92.15,(S),1.2,(S),2.7,3;
REIGLE,14821,2001,0.68,72505.21,96.9,(S),0.7,(S),0.7,1.45;
COTHERN,14824,2000,0.68,72505.88,93.2,2.1,0.4,0.5,1.9,1.9;
FONVILLE,14824,2000,0.68,72506.56,42.6,52.15,0.5,0.3,2.55,1.9;
STONEMAN,14824,2000,0.68,72507.24,93.8,0.85,0.5,1.9,1.3,1.65;
BRAGDON,14827,1999,0.68,72507.92,93.35,1.85,0.85,0.55,1.65,1.75;
HEAL,14827,1999,0.68,72508.59,81.24,5.55,1.5,0.3,1.35,10.06;
COLMENERO,14827,1999,0.68,72509.27,6.65,(S),0.55,0.9,(S),91.55;
BRENTON,14827,1999,0.68,72509.95,87.39,5.3,0.55,1.3,1.65,3.8;
CAUDELL,14827,1999,0.68,72510.63,91.15,2.75,0.85,1.15,1.95,2.15;
DAHLEN,14827,1999,0.68,72511.31,93.8,0.25,1.8,0.55,2,1.6;
MERSHON,14827,1999,0.68,72511.98,91.1,2.95,0.45,0.65,2.6,2.25;
OHAGAN,14834,1998,0.68,72512.66,91.89,0.55,1,0.3,1.7,4.55;
KINNEAR,14834,1998,0.68,72513.34,85.84,9.51,0.65,0.4,1.85,1.75;
DAMES,14834,1998,0.68,72514.01,57.96,31.48,2.3,1.2,3.35,3.7;
RHOTON,14834,1998,0.68,72514.69,96.75,(S),(S),0.5,0.8,1.5;
DEGEN,14838,1997,0.68,72515.37,94.24,(S),0.8,(S),0.95,3.05;
HESKETT,14838,1997,0.68,72516.05,92.34,(S),(S),1.65,2.85,2.1;
MALLET,14838,1997,0.68,72516.72,67.15,25.79,0.5,0.5,1.2,4.86;
NEWBURY,14838,1997,0.68,72517.4,93.19,0.8,0.6,0.45,1.9,3.05;
PFAU,14842,1996,0.68,72518.08,95.14,(S),1.5,(S),0.9,2.2;
MAGNUSSON,14842,1996,0.68,72518.75,95.64,0.7,(S),(S),0.7,2.25;
KELSCH,14842,1996,0.68,72519.43,96.54,(S),0.5,(S),1.25,1.05;
SIEG,14842,1996,0.68,72520.11,94.29,0.45,1.1,0.55,1.75,1.85;
BESHEARS,14842,1996,0.68,72520.78,87.83,5.41,0.65,1.75,2.1,2.25;
BAZZI,14842,1996,0.68,72521.46,92.74,0.5,0.4,0,4.81,1.55;
ASLAM,14848,1995,0.68,72522.14,5.21,(S),88.02,(S),4.21,1.7;
BIGGINS,14848,1995,0.68,72522.81,66.92,29.17,(S),(S),1,2.11;
WROTEN,14848,1995,0.68,72523.49,66.97,26.22,0.4,0.55,2.51,3.36;
VANGILDER,14848,1995,0.68,72524.17,97.69,(S),0.45,(S),0.75,0.7;
HOLLANDSWORTH,14848,1995,0.68,72524.84,95.29,0.55,0.85,0.5,1.3,1.5;
DARNALL,14848,1995,0.68,72525.52,95.74,0.75,0.5,0.4,1.6,1;
KNIGHTS,14854,1994,0.68,72526.19,60.48,34.35,0.3,0.25,1.65,2.96;
ASMUS,14854,1994,0.68,72526.87,95.59,(S),0.75,(S),1.3,2.01;
BARATTA,14854,1994,0.68,72527.55,91.52,0.45,0.8,0.3,1.1,5.82;
BACHER,14854,1994,0.68,72528.22,91.57,0.75,0.75,0.45,1.6,4.86;
SICA,14854,1994,0.68,72528.9,86.21,(S),1.4,(S),1,10.58;
SOLARI,14854,1994,0.68,72529.57,78.94,2.81,(S),(S),0.7,16.8;
TISCARENO,14854,1994,0.68,72530.25,4.66,(S),0.35,(S),(S),94.53;
RYMAN,14854,1994,0.68,72530.93,95.24,0.75,0.8,0.35,1.2,1.65;
STYER,14862,1993,0.68,72531.6,93.83,2.66,0.4,0.4,0.9,1.81;
WERTS,14862,1993,0.68,72532.28,69.59,24.94,0.85,0.55,2.46,1.61;
DAZA,14862,1993,0.68,72532.95,5.67,0.6,8.48,(S),(S),84.6;
CADIZ,14862,1993,0.68,72533.63,8.83,(S),48.62,(S),2.91,37.58;
HERROD,14866,1992,0.68,72534.3,52.51,36.55,0.85,3.66,3.71,2.71;
PINALES,14866,1992,0.68,72534.98,3.71,0.6,(S),(S),(S),95.43;
ATLAS,14866,1992,0.68,72535.65,73.69,16.62,1.86,0,1.46,6.38;
BERGAN,14866,1992,0.68,72536.33,89.91,3.36,1.66,0.55,1.56,2.96;
ALVORD,14870,1991,0.67,72537,92.72,0.95,0.6,0.6,1.51,3.62;
MICHALEK,14870,1991,0.67,72537.68,95.18,0.25,0.45,0.6,1.21,2.31;
KHATRI,14870,1991,0.67,72538.35,2.71,0.35,92.62,0.4,2.56,1.36;
KABA,14870,1991,0.67,72539.03,21.35,70.32,3.57,(S),(S),2.86;
HOLDSWORTH,14870,1991,0.67,72539.7,95.78,(S),0.65,(S),1.61,1.41;
EASTERWOOD,14870,1991,0.67,72540.38,82.97,13.31,0.4,0.4,1.05,1.86;
IACONO,14876,1990,0.67,72541.05,94.32,0.55,0.4,0.25,0.8,3.67;
BAJWA,14876,1990,0.67,72541.73,3.12,(S),92.46,(S),2.91,1.16;
TOWNSON,14878,1989,0.67,72542.4,75.36,18.35,0.65,1.21,1.66,2.77;
CRYSTAL,14878,1989,0.67,72543.08,82.7,4.68,4.02,0.65,2.06,5.88;
DECARO,14878,1989,0.67,72543.75,92.01,(S),0.8,(S),1.11,5.43;
CRISLER,14881,1988,0.67,72544.43,80.89,15.14,0.4,0.45,1.41,1.71;
GRIZZARD,14881,1988,0.67,72545.1,81.24,14.34,0.8,0.25,2.11,1.26;
FORTES,14881,1988,0.67,72545.77,31.59,27.46,13.68,1.01,6.14,20.12;
FILLER,14881,1988,0.67,72546.45,93.46,(S),1.36,(S),1.36,2.67;
GRAJALES,14881,1988,0.67,72547.12,4.93,0.55,0.65,(S),(S),93.51;
GRAM,14881,1988,0.67,72547.8,76.91,17.15,1.06,0.45,1.86,2.57;
KIMMONS,14881,1988,0.67,72548.47,60.16,35.21,(S),(S),2.21,1.71;
MCBURNEY,14881,1988,0.67,72549.14,91.25,1.81,0.86,0.4,1.61,4.07;
OLESEN,14881,1988,0.67,72549.82,94.72,0.35,0.25,0.6,1.26,2.82;
RAVELO,14881,1988,0.67,72550.49,6.19,(S),9.76,(S),1.26,81.99;
SHIPPY,14881,1988,0.67,72551.16,78.12,17.56,0.8,0.3,1.66,1.56;
BATE,14881,1988,0.67,72551.84,83.6,5.89,3.22,(S),(S),4.43;
SWILLEY,14893,1987,0.67,72552.51,71.26,22.65,0.4,0.7,2.52,2.47;
SWEETMAN,14893,1987,0.67,72553.19,93.91,0.7,0.5,1.11,1.71,2.06;
TAFF,14893,1987,0.67,72553.86,93.26,2.06,0.6,1.21,1.41,1.46;
RAJAN,14893,1987,0.67,72554.53,3.17,0.5,92.1,0.4,3.32,0.5;
OKADA,14893,1987,0.67,72555.21,6.44,(S),81.43,(S),9.16,2.87;
MASH,14893,1987,0.67,72555.88,86.56,9.01,1.06,(S),(S),2.26;
KALINA,14893,1987,0.67,72556.55,95.37,0.25,0.75,0.25,0.91,2.47;
GARCIAGARCIA,14893,1987,0.67,72557.23,1.61,(S),(S),(S),0,97.89;
EHRHART,14893,1987,0.67,72557.9,95.47,0.3,0.86,0.25,0.91,2.21;
ENDERLE,14902,1986,0.67,72558.57,93.76,0.86,(S),(S),0.86,4.08;
COLLIGAN,14902,1986,0.67,72559.25,92.3,3.52,0.65,0.35,1.56,1.61;
MARIS,14902,1986,0.67,72559.92,84.39,4.18,2.47,0.45,1.66,6.85;
MALICK,14902,1986,0.67,72560.59,88.12,(S),6.14,(S),2.06,2.06;
LYTTLE,14902,1986,0.67,72561.27,64.2,29.76,(S),(S),1.91,3.52;
LIPTAK,14902,1986,0.67,72561.94,94.61,(S),0.81,(S),0.65,3.63;
MORITA,14902,1986,0.67,72562.61,9.32,(S),72.96,(S),9.67,7.5;
SEITER,14902,1986,0.67,72563.29,97.08,0.35,0.6,0,0.5,1.46;
BOLSTER,14902,1986,0.67,72563.96,94.41,0.35,0.86,0.5,1.21,2.67;
WALCH,14902,1986,0.67,72564.63,93.45,1.51,0.76,0,1.46,2.82;
VANDEUSEN,14902,1986,0.67,72565.31,95.97,(S),0.65,(S),0.91,2.06;
ANGER,14913,1985,0.67,72565.98,91.44,3.12,0.4,0.35,1.16,3.53;
ABEBE,14913,1985,0.67,72566.65,1.66,95.57,(S),(S),1.81,0.5;
STATHAM,14913,1985,0.67,72567.33,80.4,15.31,(S),(S),1.11,2.52;
RAASCH,14913,1985,0.67,72568,95.11,0.3,0.6,0.81,1.26,1.91;
LOKEY,14913,1985,0.67,72568.67,86.5,5.84,1.56,1.71,1.61,2.77;
BURNLEY,14913,1985,0.67,72569.34,52.54,39.19,0.55,0.76,5.09,1.86;
DESHAZO,14913,1985,0.67,72570.02,76.52,17.13,0.4,0.71,3.22,2.02;
COLDIRON,14920,1984,0.67,72570.69,95.16,(S),(S),0.66,1.66,1.97;
FELAN,14920,1984,0.67,72571.36,20.36,0.25,1.11,0.3,0.6,77.37;
LINSCOTT,14920,1984,0.67,72572.04,94.96,(S),0.4,(S),1.76,2.32;
LAUREL,14920,1984,0.67,72572.71,22.53,8.01,16.18,0.6,3.07,49.6;
LEANOS,14920,1984,0.67,72573.38,5.59,(S),(S),(S),0.25,93.85;
OTA,14920,1984,0.67,72574.05,7.96,1.21,75.6,0,10.28,4.94;
SOW,14920,1984,0.67,72574.73,2.07,92.34,2.52,(S),1.61,(S);
STARKWEATHER,14920,1984,0.67,72575.4,92.89,0.5,1.01,0.66,2.17,2.77;
TAHIR,14920,1984,0.67,72576.07,16.48,9.63,66.58,(S),5.7,(S);
SCHAAL,14920,1984,0.67,72576.74,95.87,0.3,0.35,0.45,1.16,1.86;
SCULL,14930,1983,0.67,72577.42,87.75,3.23,(S),(S),1.66,6.66;
THAN,14930,1983,0.67,72578.09,2.87,0.5,93.9,0,1.56,1.16;
DELALUZ,14930,1983,0.67,72578.76,2.77,0.25,0,(S),(S),96.77;
DEDMON,14933,1982,0.67,72579.43,73.11,20.48,0.5,1.51,2.37,2.02;
PICOU,14933,1982,0.67,72580.1,75.93,17.76,0.86,0.86,1.97,2.62;
NISBET,14933,1982,0.67,72580.78,94.2,(S),1.21,(S),1.41,2.17;
SUTLIFF,14933,1982,0.67,72581.45,95.61,0.3,0.45,0.66,0.86,2.12;
TANSEY,14937,1981,0.67,72582.12,92.18,2.32,0.4,0.61,1.77,2.73;
STALL,14937,1981,0.67,72582.79,93.13,2.62,0.86,0.71,1.67,1.01;
STEMPLE,14937,1981,0.67,72583.46,96.87,(S),0.5,(S),0.5,1.56;
BETANCES,14937,1981,0.67,72584.13,4.34,0.96,(S),(S),(S),94.5;
EINHORN,14937,1981,0.67,72584.81,97.38,(S),0.3,(S),0.4,1.72;
HADLOCK,14937,1981,0.67,72585.48,93.59,2.02,0.3,0.35,1.62,2.12;
CABANA,14943,1980,0.67,72586.15,50.86,0.25,18.03,0.25,2.98,27.63;
KESNER,14943,1980,0.67,72586.82,93.54,1.16,0.56,0.76,1.36,2.63;
SETSER,14943,1980,0.67,72587.49,95.2,0.25,0.56,0.45,1.62,1.92;
SHROUT,14946,1979,0.67,72588.16,95.91,(S),0.71,(S),0.86,1.67;
RADLEY,14946,1979,0.67,72588.83,87.52,7.68,(S),(S),1.41,2.48;
DELOERA,14946,1979,0.67,72589.5,3.79,(S),0.4,0.45,(S),95.3;
GANLEY,14946,1979,0.67,72590.17,95.86,0.61,0.76,0.71,0.71,1.36;
INGOLD,14950,1978,0.67,72590.85,95.4,0.56,0.81,0.51,1.42,1.31;
DEJEAN,14950,1978,0.67,72591.52,43.98,49.49,(S),(S),2.22,3.79;
BRUNELL,14950,1978,0.67,72592.19,93.43,1.16,(S),(S),1.11,3.08;
KABIR,14950,1978,0.67,72592.86,8.29,4.15,80.74,0.66,4.85,1.31;
SANDERLIN,14950,1978,0.67,72593.53,73.46,20.48,0.96,0.35,2.38,2.38;
ABDUL,14950,1978,0.67,72594.2,21.99,35.54,27.86,0.81,9.05,4.75;
VIVEIROS,14950,1978,0.67,72594.87,91.66,(S),1.47,(S),2.28,3.79;
AMENDOLA,14957,1977,0.67,72595.54,93.12,(S),0.25,(S),0.35,6.07;
ROSELLI,14957,1977,0.67,72596.21,88.27,(S),1.32,(S),1.01,8.55;
SZEWCZYK,14957,1977,0.67,72596.88,95.6,(S),0.66,(S),1.52,1.92;
TOONE,14957,1977,0.67,72597.55,85.53,9.41,1.47,0.51,1.62,1.47;
LAFOREST,14957,1977,0.67,72598.22,76.53,17.3,0.61,0.4,2.33,2.83;
MASTROIANNI,14957,1977,0.67,72598.89,95.75,(S),0.76,(S),0.96,2.38;
PRISCO,14957,1977,0.67,72599.56,92.56,(S),1.06,(S),0.56,5.31;
HEGER,14957,1977,0.67,72600.23,91.65,1.82,0.56,0.46,1.62,3.89;
DEMKO,14965,1976,0.67,72600.9,94.99,(S),0.4,(S),1.32,2.99;
MAHONY,14965,1976,0.67,72601.57,94.99,(S),0.71,(S),1.87,1.62;
SULEIMAN,14965,1976,0.67,72602.24,69.99,15.74,2.68,0.25,8.15,3.19;
SMATHERS,14965,1976,0.67,72602.91,92.86,2.33,0.71,0.76,0.91,2.43;
BOELTER,14965,1976,0.67,72603.58,93.67,2.58,0.35,0.71,1.32,1.37;
WOOTON,14970,1975,0.67,72604.25,90.63,3.8,0.71,0.76,1.27,2.84;
ENOCHS,14970,1975,0.67,72604.92,90.38,4.66,0.86,0.51,1.42,2.18;
BRUCH,14970,1975,0.67,72605.59,94.13,0.61,(S),(S),1.27,3.29;
CAVER,14970,1975,0.67,72606.26,35.9,58.38,0.61,0,2.68,2.43;
HAGOPIAN,14970,1975,0.67,72606.93,93.32,(S),0.51,(S),2.48,3.19;
GRIMMER,14970,1975,0.67,72607.6,94.48,0.61,0.41,0.76,1.42,2.33;
FARRAND,14976,1974,0.67,72608.27,92.35,1.47,0.51,0.51,1.72,3.44;
CHARLAND,14976,1974,0.67,72608.94,93.21,0.41,0.66,0.66,1.52,3.55;
ULLAH,14976,1974,0.67,72609.6,5.83,4.46,80.65,0.41,5.62,3.04;
WAREHAM,14979,1973,0.67,72610.27,91.94,2.58,0.46,0.3,1.77,2.94;
TRAORE,14979,1973,0.67,72610.94,1.93,94.02,(S),(S),1.88,1.72;
SANDELL,14979,1973,0.67,72611.61,92.6,0.25,1.47,0.51,1.22,3.95;
CHITTENDEN,14979,1973,0.67,72612.28,94.63,0.51,0.66,0.51,1.98,1.72;
CANDIA,14979,1973,0.67,72612.95,12.82,3.4,0.91,0.25,0.41,82.21;
IMEL,14979,1973,0.67,72613.62,92.45,0.81,0.56,0.41,2.48,3.29;
LEIKER,14979,1973,0.67,72614.29,95.39,0.41,0.35,0.41,0.71,2.74;
RAINBOLT,14986,1972,0.67,72614.96,89.66,0.96,0.61,3.14,3.45,2.18;
NETHERTON,14986,1972,0.67,72615.62,95.99,(S),(S),0.61,1.22,1.67;
FUENTEZ,14986,1972,0.67,72616.29,8.57,0.56,0.61,0.46,0.46,89.35;
BYARD,14986,1972,0.67,72616.96,78.19,16.38,0.3,0.35,2.23,2.54;
CESARIO,14986,1972,0.67,72617.63,84.08,0.91,1.57,0.35,0.71,12.37;
NICOLA,14991,1971,0.67,72618.3,85.84,1.93,0.71,0.66,1.57,9.28;
MACHIN,14991,1971,0.67,72618.97,42.47,0.76,1.17,1.73,0.66,53.22;
SOLT,14991,1971,0.67,72619.63,94.17,(S),0.71,(S),1.17,3.3;
BARBEAU,14991,1971,0.67,72620.3,90.56,2.59,0.96,0.61,2.13,3.15;
STUTLER,14995,1970,0.67,72620.97,96.8,(S),0.66,(S),1.02,1.17;
ROYSE,14995,1970,0.67,72621.64,92.69,1.12,0.36,1.37,2.18,2.28;
LYBARGER,14995,1970,0.67,72622.31,92.23,0.3,0.51,0.91,2.23,3.81;
CORA,14995,1970,0.67,72622.97,26.19,5.38,0.76,(S),(S),67.06;
FULGHUM,14995,1970,0.67,72623.64,91.57,4.42,0.25,0.41,1.27,2.08;
FISCHBACH,14995,1970,0.67,72624.31,94.47,(S),1.22,(S),0.96,3.05;
HEENAN,14995,1970,0.67,72624.98,93.05,0.56,0.86,0.36,1.73,3.45;
HANNING,15002,1969,0.67,72625.64,88.52,5.08,0.46,2.34,1.73,1.88;
DELORME,15002,1969,0.67,72626.31,72.93,5.89,0.71,14.12,3.66,2.69;
YASIN,15002,1969,0.67,72626.98,41.19,22.75,23.97,(S),7.11,(S);
BALA,15005,1968,0.67,72627.65,38.36,2.9,49.64,0.36,2.18,6.55;
ANELLO,15005,1968,0.67,72628.31,90.9,0.61,0.71,0.36,0.97,6.45;
ROGUE,15005,1968,0.67,72628.98,8.89,1.02,1.42,0.25,0.86,87.55;
SILVIS,15005,1968,0.67,72629.65,94.31,1.07,0.66,0.25,1.88,1.83;
MATCHETT,15005,1968,0.67,72630.32,82.32,13.52,0.61,0.61,1.37,1.58;
NICKLAS,15005,1968,0.67,72630.98,94.41,0.71,(S),(S),0.86,3.46;
MOLDEN,15005,1968,0.67,72631.65,53.66,39.53,0.41,0.25,3.66,2.49;
PILLA,15005,1968,0.67,72632.32,81.55,(S),8.99,(S),1.32,7.37;
OUYANG,15005,1968,0.67,72632.98,0.76,(S),97.71,0,1.22,(S);
PANGILINAN,15005,1968,0.67,72633.65,2.74,(S),89.58,(S),5.28,2.18;
CODER,15015,1967,0.67,72634.32,93.85,1.17,0.66,0.31,1.83,2.19;
FLAX,15015,1967,0.67,72634.98,73.92,21,(S),(S),1.27,3.2;
GERTH,15015,1967,0.67,72635.65,94.81,(S),0.92,(S),2.49,1.22;
ASHBROOK,15015,1967,0.67,72636.32,95.93,(S),0.25,(S),1.32,2.19;
WARFEL,15015,1967,0.67,72636.99,96.59,0.56,(S),(S),1.07,1.12;
BAILLARGEON,15020,1966,0.67,72637.65,94.15,(S),0.76,(S),2.64,1.68;
BOUCK,15020,1966,0.67,72638.32,94.56,0.61,0.41,0.71,1.27,2.44;
AMBLER,15020,1966,0.67,72638.98,86.27,7.73,0.66,1.02,1.68,2.64;
STALLMAN,15020,1966,0.67,72639.65,96.08,0.41,0.36,0.36,0.66,2.14;
FOUTCH,15020,1966,0.67,72640.32,92.62,1.48,0.56,1.22,1.83,2.29;
EVEN,15020,1966,0.67,72640.98,93.49,1.27,1.17,(S),(S),3.56;
GURGANUS,15020,1966,0.67,72641.65,94.71,0.86,0.41,0.31,1.53,2.19;
HEPP,15020,1966,0.67,72642.32,95.98,(S),0.46,(S),1.32,2.03;
BURRAGE,15020,1966,0.67,72642.98,52.24,41.61,(S),(S),3.56,1.78;
CROSLEY,15020,1966,0.67,72643.65,82.15,12.56,0.71,0.97,1.68,1.93;
PASSARELLI,15020,1966,0.67,72644.32,92.57,(S),0.51,(S),1.22,5.29;
MERIDETH,15020,1966,0.67,72644.98,85.1,9,0.76,0.61,2.03,2.49;
MANKE,15020,1966,0.67,72645.65,93.59,0.56,0.97,0.61,2.29,1.98;
LOHMANN,15033,1965,0.67,72646.32,94.25,(S),0.81,(S),1.17,3.56;
LAVIOLETTE,15033,1965,0.67,72646.98,87.79,6.26,0.51,1.02,1.37,3.05;
DEUEL,15033,1965,0.67,72647.65,93.54,(S),1.07,(S),1.78,3.16;
ECKLEY,15033,1965,0.67,72648.31,92.98,0.97,0.76,0.61,1.32,3.36;
HAMADA,15033,1965,0.67,72648.98,27.94,(S),56.95,(S),9.26,4.63;
HRUSKA,15033,1965,0.67,72649.65,95.88,(S),0.87,(S),1.12,1.98;
ZOELLER,15033,1965,0.67,72650.31,97.1,(S),0.31,(S),0.76,1.48;
BOYES,15033,1965,0.67,72650.98,94.05,0.87,0.66,0.31,1.78,2.34;
WAGUESPACK,15033,1965,0.67,72651.64,96.03,0.25,1.37,0.31,0.31,1.73;
WOLSKI,15033,1965,0.67,72652.31,95.83,(S),0.76,(S),1.17,1.93;
YING,15043,1964,0.67,72652.98,3.05,1.63,89.92,0,3.56,1.83;
TOBON,15043,1964,0.67,72653.64,6.31,(S),(S),0,(S),93.38;
FURROW,15043,1964,0.67,72654.31,95.06,0.66,0.56,0.66,1.22,1.83;
GEROW,15043,1964,0.67,72654.97,93.18,1.78,0.76,0.31,2.04,1.93;
CARLON,15043,1964,0.67,72655.64,61.2,1.88,2.24,0.76,1.12,32.79;
FORERO,15048,1963,0.67,72656.31,9.78,0.46,0.25,(S),(S),89.45;
LAMANTIA,15048,1963,0.67,72656.97,94.29,(S),0.46,(S),1.68,2.95;
KUSTER,15048,1963,0.67,72657.64,95.21,0.76,(S),(S),1.17,2.14;
PREMO,15048,1963,0.67,72658.3,91.8,1.94,0.61,1.99,2.45,1.22;
LINGER,15052,1962,0.67,72658.97,95.41,(S),1.07,(S),1.58,1.48;
LINKE,15052,1962,0.67,72659.63,94.65,(S),0.82,(S),1.22,3.06;
BREECE,15052,1962,0.67,72660.3,90.11,3.82,0.36,0.76,3.26,1.68;
ALLIGOOD,15052,1962,0.67,72660.96,93.99,2.14,0.41,0.36,1.78,1.33;
WHIPKEY,15056,1961,0.66,72661.63,96.12,0.51,0.71,0.25,1.17,1.22;
GOETSCH,15056,1961,0.66,72662.29,96.23,0.25,0.41,0.25,1.27,1.58;
HARWARD,15056,1961,0.66,72662.96,94.24,1.43,(S),(S),2.04,1.63;
KRESGE,15056,1961,0.66,72663.62,95.82,(S),0.82,(S),1.38,1.53;
LAFEVER,15060,1960,0.66,72664.29,93.83,0.36,0.41,0.41,1.53,3.47;
GOW,15060,1960,0.66,72664.95,84.13,(S),6.79,(S),2.65,3.93;
BIEN,15060,1960,0.66,72665.62,75.77,2.3,16.48,0.31,2.09,3.06;
YOHN,15063,1959,0.66,72666.28,94.59,1.07,0.77,0.51,1.12,1.94;
GILLINGHAM,15063,1959,0.66,72666.94,95.97,0.56,(S),(S),1.58,1.48;
CATCHINGS,15063,1959,0.66,72667.61,21.49,73.56,(S),(S),2.76,1.58;
BRUENING,15066,1958,0.66,72668.27,95.81,(S),0.51,(S),1.53,1.79;
DEBUSK,15066,1958,0.66,72668.93,93.87,0.66,0.46,0.56,1.69,2.76;
FUNDERBURG,15066,1958,0.66,72669.6,75.59,19.97,0.51,0.26,1.84,1.84;
KARST,15066,1958,0.66,72670.26,94.84,0.46,0.82,0.41,1.69,1.79;
MEANEY,15066,1958,0.66,72670.93,95.3,(S),0.72,(S),0.92,2.6;
RASCOE,15066,1958,0.66,72671.59,42.54,50.15,(S),(S),3.93,2.76;
MITRA,15066,1958,0.66,72672.25,8.84,(S),82.07,(S),4.19,4.7;
MUMM,15066,1958,0.66,72672.92,95.66,0.56,0.46,0.46,0.87,1.99;
MORRISEY,15074,1957,0.66,72673.58,63.77,31.27,0.46,0.26,2.3,1.94;
NOGUEIRA,15074,1957,0.66,72674.24,69.7,3.17,2.81,(S),(S),22.94;
LAMON,15074,1957,0.66,72674.91,82.27,8.74,1.53,0.77,2.55,4.14;
BROBST,15074,1957,0.66,72675.57,96.01,(S),0.51,(S),1.23,1.84;
BOLDS,15074,1957,0.66,72676.23,22.28,69.14,(S),(S),4.24,2.35;
SHRINER,15074,1957,0.66,72676.9,94.89,0.26,0.72,0.56,1.58,1.99;
RONNING,15080,1956,0.66,72677.56,94.58,0.36,0.87,0.61,1.43,2.15;
STANDARD,15080,1956,0.66,72678.22,73.52,21.11,(S),(S),1.48,3.27;
CHEATWOOD,15080,1956,0.66,72678.89,83.84,5.57,0.26,4.09,4.09,2.15;
DELBOSQUE,15080,1956,0.66,72679.55,8.74,(S),0.41,(S),(S),90.49;
DERRINGER,15080,1956,0.66,72680.21,93.4,1.12,0.36,0.66,2.04,2.4;
FELLS,15080,1956,0.66,72680.88,30.27,61.4,0.56,0.36,3.37,4.04;
HARVILL,15080,1956,0.66,72681.54,88.6,4.96,0.41,0.72,2.4,2.91;
MARMOL,15080,1956,0.66,72682.2,9.36,0.26,2.25,(S),(S),88.09;
LOSOYA,15080,1956,0.66,72682.87,6.13,0.46,(S),0.41,(S),92.89;
NORMANDIN,15080,1956,0.66,72683.53,92.33,(S),0.72,(S),1.84,4.5;
PALOMBO,15090,1955,0.66,72684.19,92.99,(S),0.82,(S),0.51,5.27;
KEATHLEY,15090,1955,0.66,72684.85,92.74,1.84,0.41,1.07,1.64,2.3;
CUBA,15090,1955,0.66,72685.52,32.74,9.72,2.51,(S),(S),52.48;
CAPRIO,15090,1955,0.66,72686.18,92.28,(S),0.46,(S),0.97,5.78;
SHEELEY,15090,1955,0.66,72686.84,91.15,5.12,(S),(S),1.43,1.69;
SHY,15090,1955,0.66,72687.51,51.36,39.08,4.19,1.23,2.25,1.89;
ARTER,15090,1955,0.66,72688.17,74.02,14.32,3.27,1.13,2.46,4.81;
AKHTER,15090,1955,0.66,72688.83,2.51,(S),94.12,(S),2.25,0.77;
VEASEY,15090,1955,0.66,72689.49,63.84,29.97,0.56,0.51,2.92,2.2;
BODY,15099,1954,0.66,72690.16,36.28,57.11,0.72,0.41,3.58,1.89;
SCHAIBLE,15099,1954,0.66,72690.82,96.57,0.26,0.36,0.31,1.28,1.23;
BROADDUS,15099,1954,0.66,72691.48,74.05,20.62,0.56,0.36,2.71,1.69;
KASPAR,15099,1954,0.66,72692.14,93.81,(S),1.33,(S),0.87,3.58;
LAUTERBACH,15099,1954,0.66,72692.81,96.47,(S),(S),0.67,0.61,1.74;
MARCELIN,15104,1953,0.66,72693.47,2.76,88.94,(S),(S),2.66,4.97;
QUISPE,15104,1953,0.66,72694.13,5.07,0.56,(S),0.31,(S),93.91;
BROAD,15104,1953,0.66,72694.79,89.86,1.59,1.28,1.69,3.53,2.05;
BROMBERG,15104,1953,0.66,72695.45,95.8,0.56,0.51,0,0.77,2.36;
CALES,15104,1953,0.66,72696.12,80.75,1.59,(S),(S),1.59,14.9;
DRESSEL,15104,1953,0.66,72696.78,96.01,0.41,0.51,0.36,0.92,1.79;
GADBERRY,15104,1953,0.66,72697.44,86.38,7.78,0.61,0.46,2.25,2.51;
GRADO,15104,1953,0.66,72698.1,18.23,(S),2,(S),0.46,78.9;
SCHLICHTING,15104,1953,0.66,72698.76,95.39,0.26,0.26,0.41,1.38,2.3;
ROCKER,15104,1953,0.66,72699.43,59.7,32.05,0.97,0.77,3.48,3.02;
SPEERS,15104,1953,0.66,72700.09,91.04,1.38,0.51,1.64,2.76,2.66;
THORNSBERRY,15104,1953,0.66,72700.75,94.21,1.74,0.26,0.72,1.69,1.38;
VALLIERE,15104,1953,0.66,72701.41,86.12,6.5,0.41,3.69,1.33,1.95;
BIERMANN,15117,1952,0.66,72702.07,96.21,(S),0.77,(S),1.18,1.28;
SOURS,15117,1952,0.66,72702.74,92.01,0.51,1.64,2.56,1.08,2.2;
CAPO,15117,1952,0.66,72703.4,60.09,0.92,(S),(S),0.67,37.7;
FUHRMANN,15120,1951,0.66,72704.06,95.75,(S),0.67,(S),1.18,2;
MINICH,15120,1951,0.66,72704.72,95.69,0.67,0.51,0.26,0.97,1.9;
BRAMBLETT,15120,1951,0.66,72705.38,96.16,(S),0.46,(S),1.33,1.54;
VIRDEN,15120,1951,0.66,72706.04,81.09,11.84,0.51,1.38,2.67,2.51;
WIPF,15124,1950,0.66,72706.71,96.46,0.56,0.31,0.46,0.92,1.28;
FRIAR,15124,1950,0.66,72707.37,74.05,20,0.67,0.46,1.95,2.87;
HUNN,15124,1950,0.66,72708.03,76.97,13.64,2.15,0.97,2.56,3.69;
